listing_id,title,monthly_rent_npr,area_sqft_approx,road_width_ft,location,ward,municipality,district,property_type,house_type,direction,bedrooms,bathrooms,living_rooms,kitchens,total_rooms,parking,built_up_sqft,no_of_flats,built_year,description,city,source
5852,"Bungalow House on rent at Kapan, Budhanilkantha",90000.0,,13.0,"Kapan Budhanilkantha Kathmandu, Bagmati",,,Kathmandu,house,Residential,East,5.0,4.0,2.0,1.0,,Cars 3-5,,2.5,2065,"𝐅𝐨𝐫 𝐒𝐚𝐥𝐞: काठमाडौँ, बुढानिलकण्ठ नगरपालिका, कपन, Karuna Hospital बाट ४०० मीटरको दुरीमा ४ आना १ पैसा १ दाम जग्गामा निर्मित २.५ तले आकर्षक घर भाडामा  छ। 𝐏𝐫𝐨𝐩𝐞𝐫𝐭𝐲 𝐂𝐨𝐝𝐞: SSKTM303 अन्य जानकारीको लागि: Website: YouTube: ========================= 𝐏𝐫𝐨𝐩𝐞𝐫𝐭𝐲 𝐃𝐞𝐬𝐜𝐫𝐢𝐩𝐭𝐢𝐨𝐧: Land: 4Aana 1Paisa 1Daam Type: Bungalow Bedroom: 5 Bathroom: 4 Living: 2 Kitchen: 1 Furnishing: Fully-Furnished Face: East Floor: 2.5 Storey Road: 13 Feet Parking: Yes Price: On Call Location: Kapan, Budhanilkantha For More Details: Whatsapp/Viber 🇳🇵+977 9801307990 ========================= 𝐅𝐨𝐫 𝐦𝐨𝐫𝐞 𝐢𝐧𝐟𝐨𝐫𝐦𝐚𝐭𝐢𝐨𝐧: 𝐂𝐨𝐧𝐭𝐚𝐜𝐭 𝐃𝐞𝐭𝐚𝐢𝐥𝐬: 01- 4597400 (𝐃𝐮𝐫𝐢𝐧𝐠 𝐎𝐟𝐟𝐢𝐜𝐞 𝐇𝐨𝐮𝐫𝐬) 9801307990, 9851349120 Ratopul, Kathmandu #SaraSewa #SaraSewaNepal #RealEstateNepal #Kapan #BudhanilkanthaHouse",kathmandu,gharghaderi.com
5756,House for rent 4 beds  Mandikatar,550000.0,1026.75,20.0,"Mandikatar 9 Budhanilkantha Kathmandu, Bagmati",9.0,,Kathmandu,house,Bungalow,North East,4.0,3.0,2.0,1.0,10.0,Cars 10-15,24.0,2.5,2065,"2.5 story bungalow located in the heart of Budhanilkantha Municipality, at Mandikhatar (Kumari Marg), The property includes facilities as below: 1. Pretty near HAMS Hospital, Jump KTM Trampoline Park and GATE College. 2. Adjacent to 20 feet asphalt road (Kumari Marg). 3. Magnificent view of hills surrounding Kathmandu valley; i.e: Nagarjun hill (2,128 M or 6,982 ft),, Shivapuri hill (2,732 M or 8,963 ft), Kapan height and Phulchowki hill (2,551 M or 8,369 ft). 4. Peaceful place with no outside noise. 5. Close enough to town, airport and the market. 6. Enough parking area for up to 10/15 cars. 7. Plenty of greenery with many plant and trees, and vegetable garden. 8. Huge terrace garden. 9. Servant quarter, outdoor kitchen/dining hall and store.",kathmandu,gharghaderi.com
5662,2 house on rent with 2 ropani land at dhapasi,300000.0,10952.0,16.0,"Dhapasi 4 Tokha Kathmandu, Bagmati",4.0,,Kathmandu,house,Semi-commercial,West,10.0,8.0,2.0,2.0,,Cars 3-5,,2.5,Select Year,"Code:FHS438R 2 ropani with 2 house 10 bedrooms,kitchen,Living 8 bathroom 2 ropani (including 2 house) 24 hours water Parking space Servant quarter Rent Rs. 3 lakh nego ================== Call Viber WhatsApp Wechat 9863680035,9813794428 ⬆️⬆️⬆️⬆️⬆️⬆️⬆️ घर जग्गा खरिद बिक्रि गर्न घर फ्लट भाडमा लिन दिन हामिलाई सम्झनुहोस !!!!! 𝗙𝗜𝗫 𝗛𝗢𝗠𝗘 𝗦𝗢𝗟𝗨𝗧𝗜𝗢𝗡𝗦 Maharajgunj chakrapath Phone:014720882",kathmandu,gharghaderi.com
5399,house on rent at samakhusi sold,150000.0,2395.75,20.0,"samakhusi 26 Kathmandu Metropolis Kathmandu, Bagmati",26.0,Kathmandu Metropolis,Kathmandu,house,Semi-commercial,West,6.0,5.0,1.0,1.0,9.0,Cars 2,,2.5,2066,"7 aana land with small garden 6 bedroom living kitchen 1 attached 3 shared bathroom 24 hours hot/cold water Good for any propose Near sarkaridhara chowk Cars and bikes parking Rent RS. 1 lakh 50 thousand nego ================== Call Viber WhatsApp Wechat 🇳🇵9863680035,9813794428 ⬆️⬆️⬆️⬆️⬆️⬆️⬆️ घर जग्गा खरिद बिक्रि गर्न घर फ्लट भाडमा लिन दिन हामीलाई सम्झनुहोस !!!!!!! 𝗙𝗜𝗫 𝗛𝗢𝗠𝗘 𝗦𝗢𝗟𝗨𝗧𝗜𝗢𝗡𝗦 𝗠𝗮𝗵𝗮𝗿𝗮𝗷𝗴𝘂𝗻𝗷,𝗖𝗵𝗮𝗸𝗿𝗮𝗽𝗮𝘁𝗵 Call: +97714720882 ***🅵🆁🅴🅴  🆂🅴🆁🆅🅸🅲🅴 @ 🅲🅻🅸🅴🅽🆃 ***",kathmandu,gharghaderi.com
5210,house on rent at bishalnagar  5 lakh per month,500000.0,8214.0,,"bishalnagar 4 Kathmandu Metropolis Kathmandu, Bagmati",4.0,Kathmandu Metropolis,Kathmandu,apartments,Bungalow,East,5.0,5.0,2.0,1.0,10.0,Car 3-5,,2.5,2070,"4 bedrooms, kitchen, Living 4 bathroom (2 attached) house on colony 24 hours water Parking space Near from ringroad Rent Rs. 1 lakh nego ================== Call Viber WhatsApp Wechat 🇳🇵9863680035,9813794428  ⬆️⬆️⬆️⬆️⬆️⬆️⬆️ घर जग्गा खरिद बिक्रि गर्न घर फ्लट भाडमा लिन दिन हामीलाई सम्झनुहोस !!!!!!! 𝗙𝗜𝗫 𝗛𝗢𝗠𝗘 𝗦𝗢𝗟𝗨𝗧𝗜𝗢𝗡𝗦 𝗠𝗮𝗵𝗮𝗿𝗮𝗷𝗴𝘂𝗻𝗷,𝗖𝗵𝗮𝗸𝗿𝗮𝗽𝗮𝘁𝗵  Call: +97714720882",kathmandu,gharghaderi.com
4692,Residental Bungalow on rent at Mandikatar,175000.0,3422.5,13.0,"Mandikatar Budhanilkantha Kathmandu, Bagmati",,,Kathmandu,house,Residential,East,5.0,5.0,1.0,1.0,1.0,Motorbike,,1.0,2076,"? 10 Aana Semi Furnished Perfect House on Rent at Mandikatar Budhanilkantha. ??? ???? ???????????: +977-9801307990 ???????? ????: ????????? ???????????: ? Land: 10 Aana ? Type: Bungalow ? Bedroom: 5 ? Bathroom: 5 ? Living: 1 ? Kitchen: 1 ? Furnishing: Unfurnished ? Face: East ? Floor: 2 Storey ? Road: 13 Feet ? Parking: Yes ? Price: On Call ? Location: Mandikatar, Budhanilkantha ??????? ???????: 01- 4597400 (?????? ?????? ?????) ? 9801307990, 9851349120 ? ??? ???? ??????????: ? #SaraSewa #SaraSewaNepal #RealEstateNepal #Mandikatar #BudhanilkanthaHouse",kathmandu,gharghaderi.com
4612,House in Balawuatar,150000.0,10952.0,,"baluwatar 4 Kathmandu, Bagmati",4.0,,Kathmandu,house,,East,1.0,1.0,1.0,1.0,1.0,Motorbike,,1.0,2076,,kathmandu,gharghaderi.com
4603,Duplex House on Rent At Siddartha Colony,350000.0,5476.0,20.0,"Siddartha Colony Budhanilkantha Kathmandu, Bagmati",,,Kathmandu,house,Residential,East,5.0,5.0,2.0,1.0,1.0,Motorbike,,1.0,2076,"???? ????: काठमाडौँ, बुढानिलकण्ठ नगरपालिका, सिद्धार्थ कालोनी भित्र १ रोपनी जग्गामा निर्मित २.५ तले आकर्षक घर तुरुन्त भाडामा छ। ???????? ????: अन्य जानकारीको लागि: ?Website: ========================= ????????? ???????????: Land: 1 Ropani Type: Bunglow Bedroom: 5 Bathroom: 5 Living: 2 Kitchen: 1 Store Room: 1 Furnishing: Fully Furnished Face: East Floor: 2 Storey Road: 13 Feet Parking: Yes Price: On Call Location: Budhanilkantha, Kathmandu (Inside Siddhartha Colony) ?For More Details: Whatsapp/Viber ??+977 9801307990 ========================= Others Facility: ◾Hospital | School | Transportation ◾Garden | Parking ◾Water | Electricity | Drainage ◾Internet | Cable Connection ◾Peaceful area ◾Finance Available ◾Peaceful Environment ◾Perfect for Investment ◾No vehicle & sound pollution ========================= ??? ???? ???????????: ??????? ???????: 01- 4597400 (?????? ?????? ?????) ? 9801307990, 9851349120 ? ? ? Ratopul, Kathmandu #SaraSewa #SaraSewaNepal #RealEstateNepal #Budhanilkantha #BudhanilkanthaHouse",kathmandu,gharghaderi.com
4587,Attractive house on rent at Naxal,275000.0,5476.0,18.0,"Naxal Kathmandu Kathmandu, Bagmati",,,Kathmandu,house,Residential,East,8.0,5.0,1.0,1.0,1.0,Motorbike,,1.0,2076,"???? ????: नक्साल,काठमाडौँ नगरपालिका नजिकै १ रोपनी जग्गामा निर्मित ३ तले आकर्षक घर तुरुन्त भाडामा छ। ???????? ????: अन्य जानकारीको लागि: ?Website: ========================= ????????? ???????????: Land: 1 Ropani Type: Bunglow Bedroom: 10 Bathroom: 5 Living: 1 Kitchen: 1 Store Room: 1 Furnishing: Unfurnished Face: East Floor: 3 Storey Road: 18 Feet Parking: Yes Rent: On Call Location: Naxal, Kathmandu ?For More Details: Whatsapp/Viber ??+977 9801307990 ========================= Others Facility: ◾Hospital | School | Transportation ◾Garden | Parking ◾Water | Electricity | Drainage ◾Internet | Cable Connection ◾Peaceful area ◾Finance Available ◾Peaceful Environment ◾Perfect for Investment ◾No vehicle & sound pollution ========================= ??? ???? ???????????: ??????? ???????: 01- 4597400 (?????? ?????? ?????) ? 9801307990, 9851349120 ? ? ? Ratopul, Kathmandu #SaraSewa #SaraSewaNepal #RealEstateNepal #Naxal #KathmanduHouse",kathmandu,gharghaderi.com
4557,"A whole house on rent in gurjudhara, near highway",30000.0,,12.0,"gurjudhara 9 Chandragiri Kathmandu, Bagmati",9.0,,Kathmandu,house,Residential,South,4.0,2.0,1.0,1.0,6.0,Motorbike,,2.0,2070,"A House with 4 big rooms 2 bathrooms, kitchen dinning and living room. Also with big rooftop terrace in 1st and second floor. A house is renovated and painted only few months ago. Located at gurjudhara 100 meter from highway near RIBS school. (please leave message in whatsup). Email:",kathmandu,gharghaderi.com
4447,Sitapaila Heights Residence,75000.0,5476.0,10.0,"Sitapaila 5 Nagarjun Kathmandu, Bagmati",5.0,,Kathmandu,house,Residential,East,2.0,2.0,1.0,1.0,1.0,Car 1,,2.0,2066,"Nestled in the serene enclave of Sitapaila Heights,  this house offers a stunning view of the Kathmandu Valley. It gets plenty of sunlight from morning to evening because it faces south. It's just a 10-minute drive from Swayambhu Chowk on the Ring Road. The house has a spacious outdoor area with a garden and a charming water fountain. You even have space to grow your own vegetables. Inside, the house has wooden floors and a classic design. Upstairs, there are two bedrooms with balconies that overlook the city. The kitchen is separate from the main house. This property covers 1 ropani área, approx. 4500 sq feet area. Available for short and long term rental. · Semi furnished house · Living/dining room with Midea AC and modern furniture · Gas cooker with oven · Parking available ·Suitable for single person or couple ·Not suitable for family or old age people Famous landmark : Chokdol Buddha stupa (5 mins walk) Thangkar Dechen Choling Monastic Institute (2 mins walk) Tergar Osel Ling Monastery (12 mins walk) Monkey Temple Restro and Bar (10 mins walk)",kathmandu,gharghaderi.com
4366,3.5 storey house on rent in Chapali,150000.0,1369.0,30.0,"Chapali 3 Budhanilkantha Kathmandu, State 3",3.0,,Kathmandu,house,Semi-commercial,West,3.0,4.0,1.0,1.0,6.0,Motorbike,,3.5,2070,"(1.) 3 ½ तला घर भाडामा स्थान - चपली बुढानिलकण्ठ, काठमान्डौ एभरेस्ट बैंक को अपोजिट क्षेत्रफल - ग्राउण्ड फ्लोर -९५० बर्ग फुट ( कमर्सियल युज )                                                                                                                              1st   फ्लोर - ९५० बर्ग फुट ( कमर्सियल युज ) 2nd  फ्लोर-   ४ वटा कोठा                                                                                                                                                                                 3rd  फ्लोर-  किचन- १ , डाइनिंग - १ जम्मा भाडा रु - १५००००/- प्रति महिना सम्पर्क न - ९८०२३४५३००",kathmandu,gharghaderi.com
4358,Building for rent,200000.0,7187.25,20.0,"Mhepi Kathmandu Metropolis Kathmandu, State 3",3.0,Mhepi Kathmandu Metropolis,Kathmandu,house,Semi-commercial,West,8.0,5.0,5.0,1.0,15.0,Car 5-10,,3.0,2066,"Primary school/montessori, School, hostel, lodging, godam ko lagi suitable hune 3 talla building jasma 21 rooms ra sabai tira bata accessible bato vayeko building rent ma if someone is seriously interested do contact us.(ghar maintenance garnu parne cha so rent ma hami consider garne chaum)",kathmandu,gharghaderi.com
4079,House on Rent,25000.0,,13.0,"Thali 7 Gokarna Kathmandu, State 3",7.0,,Kathmandu,house,Residential,East,4.0,3.0,8.0,,,Car 1,,2.5,2076,"I have two new two-and-a-half-story houses for rent in Thali as well as in Itahari. Both houses are brand new, and I would like to rent out the entire property.",kathmandu,gharghaderi.com
4023,House for rent built on 7 Anna  land for 95k per month,95000.0,,,"Maijubahal 07 Chabahil Kathmandu , State 3",7.0,,Kathmandu,house,Residential,South,4.0,6.0,1.0,,,Car 2,,2.5,2067,Two and half storey building located at chabahil Maijubahal is available for rent,kathmandu,gharghaderi.com
3942,"Semifurnished building on rent in Sitapaila Kathmandu [best for Banks, NGOs,  INGOs, IT offices]",170000.0,2395.75,14.0,"Sitapaila Milan Tole 4 Nagarjun Kathmandu, State 3",4.0,,Kathmandu,apartments,Semi-commercial,East,4.0,4.0,2.0,1.0,7.0,Car 5+,,2.5,2076,"An entire house is available for rent in Sitapaila, Milan Tole Ring Road, Kathmandu. This attractive property is situated on a 7 aana plot of land in the prime commercial area of Sitapaila Milan Tole. It comes with a dedicated underground parking space and a convenient godown facility. It's nearby Salesberry department store and Rato bhale restaurant. The house boasts 4 bedrooms, 2 spacious living rooms, and a well-equipped kitchen. There's ample parking space for both four-wheelers and two-wheelers, ensuring convenience for residents. Additionally, it provides a reliable source of drinking water and offers plenty of room for comfortable living. This house presents an excellent opportunity for anyone looking to generate rental income. It offers overall convenience and easy access to various markets and educational institutions. The location itself is a prominent hub in the area. The monthly rental price for the entire house is 1 lakh 70 thousand, with the possibility of negotiation for serious tenants.",kathmandu,gharghaderi.com
3919,"NEWLY CONSTRUCTED HOME FOR RENT IN (sunderbasti ,Budhanilkantha ) behind VALLEY PUBLIC H.S school",55000.0,1745.47,14.0,"sundarbasti (valley public school) 8 Budhanilkantha Kathmandu, State 3",8.0,,Kathmandu,house,,East,4.0,3.0,12.0,,,Car 1,,2.0,2076,The location is just behind valley public H.S school.,kathmandu,gharghaderi.com
3843,House for Rent in Baluwatar,350000.0,1500.0,16.0,"Baluwatar 4 Kathmandu Kathmandu, State 3",4.0,,Kathmandu,house,Semi-commercial,East,8.0,8.0,15.0,,,Car 3-5,,4.5,2076,"A four story house in BALUWATAR for Rent. The house is under construction and will be completed within 6 months as per your requirement. The Detail is as follows: 1. Location: Nearby Panchakanya School and old Ward No 4 Ward Office. 2. Built up area: 1200 Squire Feet per floor, Total 6000 Squire Feet. 3. Good for Office and Residential purpose. 4. Parking: 4 cars and many Bikes. 5. Road Size: 14 feet pitched road. 6. Contact: 9851196789. 7. Good location and rent will be negotiated. THANK YOU VERY MUCH.",kathmandu,gharghaderi.com
3839,House on rent in Civil Homes Ramkot,48000.0,1200.0,13.0,"Ramkot Nagarjun Kathmandu, State 3",3.0,,Kathmandu,house,Residential,East,3.0,2.0,6.0,,,Car 1,,2.5,2075,- 5 minutes drive from the main road - facility of security guards - easy access to groceries - perfect for a small family - parking space available,kathmandu,gharghaderi.com
3831,house on rent at sanobharyang sold,450000.0,1711.25,13.0,"sanobharyang 1 Nagarjun Kathmandu, State 3",1.0,,Kathmandu,house,Semi-commercial,North east,8.0,8.0,15.0,,,Car 5-10,,3.0,2066,Code:FHS420R house on rent at sanobharyang 53 Aana land with 15bhk 12(7 attached bathroom) room house on rent 100m from ring road rent 4.50 lakh more details call viber whatsapp +9779863680035 +9779813794428,kathmandu,gharghaderi.com
3743,house on rent at baluwatar sold,225000.0,13690.0,20.0,"baluwatar 4 Kathmandu Metropolis Kathmandu, State 3",4.0,Kathmandu Metropolis,Kathmandu,house,Residential,South east,4.0,4.0,8.0,,,Car 3-5,,2.5,2068,"Code:FHS411R house on rent baluwatar 4Bhk main place pure resident 1 atchaed 40 aana land guard room partially furnished rent 225k more details call viber whatsapp 9863680035,9813794428",kathmandu,gharghaderi.com
3684,House on rent for foreigners and diplomats !!,130000.0,,20.0,"Hepali Height, Golfutar 7 Budhanilkantha Kathmandu, State 3",7.0,,Kathmandu,house,Residential,North,4.0,4.0,1.0,,,Car 3-5,,2.5,2066,"House on rent for specially foreigners and diplomats at reasonable rate. 2.5 Storey  Bungalow having 12 Anna of land area with 20 plus feet road access is on rent at Hepali Height, Kathmandu Land Area: 12 Anna Bedrooms: 4 Dining Room: 1 Kitchen: 1 Store: 1 Ground floor Lobby: 1 Guest Room: 1 Bathroom: 4 Small garden: 1 Parking Capacity: 4 vehicle",kathmandu,gharghaderi.com
3578,House for rent in Buddhanagar Kathmandu,100000.0,1882.38,20.0,"Naya baneshwor 10 Kathmandu Metropolis Kathmandu, State 3",10.0,Kathmandu Metropolis,Kathmandu,house,Bungalow,East,5.0,3.0,14.0,,,Car 1,,2.5,2066,It is a 2.5 storey building suitable for office use as well as residential use. One private  parking for a car and few motor bikes.,kathmandu,gharghaderi.com
3486,"3BHK apartment for RENT, Tahchal, Kathmandu",45000.0,,16.0,"Tahchal Kathmandu Metropolis Kathmandu, State 3",3.0,Tahchal Kathmandu Metropolis,Kathmandu,house,Residential,West,3.0,1.0,4.0,,,Car 1,,2.0,2074,"Amazing 3 Bedroom apartment with a backyard is available for rent. ?Location: Tahachal, Kathmandu 3 Bedroom • 1Living • 1 kitchen • 1 Bathroom • Backyard ** call us for more detail: 9802600333",kathmandu,gharghaderi.com
3397,"House for Rent in Lazimpat, Kathmandu",100000.0,,,"Near Neel Saraswati mandir Lalitpur Metropolis Kathmandu, State 3",3.0,Near Neel Saraswati mandir Lalitpur Metropolis,Kathmandu,house,,East,4.0,3.0,1.0,,,Motorbike,,2.5,2067,,kathmandu,gharghaderi.com
3318,Baneshwor House For Rent,200000.0,,13.0,"Baneshwor Kathmandu Metropolis Kathmandu, N/A",,Baneshwor Kathmandu Metropolis,Kathmandu,house,Semi-commercial,East,8.0,4.0,5.0,4.0,,Motorbike,,4.0,2076,"Property Description Just less than 1 minute walking distance from main road of Baneshwor, near Alfa Beta Institute and Kantipur college. FEATURES: . Land : 5 aana 5 paisa 3 dam : 4 Storey Single  Semi Commercial  House Rent: 2 lakh/month . Ground Floor: 2 shutters ( Shop and finance company), 2 rooms, bath, kitchen . 2nd Floor: 4 rooms, kitchen & bathroom . 3rd Floor: Large living room, master bedroom, extra bedroom and kitchen bathroom . 4th Floor: 4 bedrooms and kitchen Parking spaces: 1 car and 5 motorcycles Water, drainage, solar water everything’s ready Note:  Perfect Location for banks, hostels and corporate offices. Contact: WhatsApp/Viber: +447863740551 ?? UK",kathmandu,gharghaderi.com
3188,"Bungalow House for Rent in Hattigauda,Budhanilkantha",150000.0,,,"Hattigauda Budhanilkantha Kathmandu, State 3",3.0,,Kathmandu,house,Bungalow,South west,5.0,4.0,6.0,,,Car 3-5,,3.5,2076,"Land Size: 20 Anna Location: Hattigauda, Inside of Ganesh Chowk Specifications: 3 Storey Bungalow House, 5 bedroom, 4 bathroom, Enough Parking space for 5 cars, Garden",kathmandu,gharghaderi.com
3176,"3 BHK flat in Budhanilakantha-1, Taulung Chautari Marg near Buddha Laxmi Mandir",30000.0,1000.0,,"Taulung Chautara Marg 1 Budhanilkantha Kathmandu, State 3",1.0,,Kathmandu,house,Residential,South,3.0,2.0,5.0,,,Car 2,1000.0,1.0,2076,3 BHK flat where every room receive sunlight. Natural fresh air and water is special  gift to us.,kathmandu,gharghaderi.com
9732,HR-322 office space available Dillibazar,150000.0,,13.0,"Dillibazar 10 Kathmandu Metropolis Kathmandu, Bagmati",10.0,Kathmandu Metropolis,Kathmandu,flats,Choose Type,Select Direction,,,,,,,,,Select Year,Office space available Dillibazar Property Code:-HR 322 Rent :-1.50k Per Month Location: Dillibazar Room: -3 Bathrooms:-1 Furnishing:-Fully furnished with furniture Parking:- Few Bikes Contact no Phone Numbers – 984-5877861 –  9762791735 –  9762791734 –  9762791738 Landline number +97715253861 ️ Facilities – ️ Electricity See,bhaktapur,gharghaderi.com
9543,Independent flat for rent in Kathmandu,50000.0,1197.88,14.0,"Gongabu 26 Kathmandu Metropolis Kathmandu, Bagmati",26.0,Kathmandu Metropolis,Kathmandu,flats,Furnished,North,4.0,3.0,,1.0,,Car 1,1350.0,1.5,2071,Prime location. Posh area. Open public space in front of house.,bhaktapur,gharghaderi.com
9368,"2 Rooms near sorhakhutte petrol pump for office ,godown,online shop",15500.0,1540.12,12.0,"nayabazar 16 Kathmandu Metropolis Kathmandu, Bagmati",16.0,Kathmandu Metropolis,Kathmandu,flats,Commercial,East,,1.0,,,,Motorcycle,800.0,,2065,"नयाबजार सोह्रखुट्टे पेट्रोल पम्प नजिकै दुइटा रूम 2  rooms =ground floor 1st room =10fx11f 2nd room =10fx10f near sorkhutte main road useful  for office cargo, tours & travel  godwon, online shop etc near to main road parking facility 24 hr water supply located @ prime area of the ktm",bhaktapur,gharghaderi.com
9143,Fully furnished office space for rent at sukedhara ringroad track,65000.0,1540.12,,"Sukedhara Kathmandu Metropolis Kathmandu, Bagmati",,Sukedhara Kathmandu Metropolis,Kathmandu,flats,Furnished,South West,,1.0,,,,Motorcycle,,1.0,2081,Fully furnished office space for rent at sukedhara ring road track...opposite of mercure hotel...only 100m from sukedhara ringroad track...bike parking available....equipped with AC,bhaktapur,gharghaderi.com
9043,"Flat bhada ma office ko lagi- Tinkune, Kathmandu",55000.0,1369.0,,"128 Aditi Marg, Subidha Nagar 34 Kathmandu Metropolis Kathmandu, Bagmati",34.0,Kathmandu Metropolis,Kathmandu,flats,Residential,Select Direction,2.0,1.0,,1.0,,Motorcycle,,1.0,2065,,bhaktapur,gharghaderi.com
8914,"Flat for Rent: Tokha 06, Dhapasi sold",15000.0,1026.75,15.0,"Tokha:06, Dhapasi, near Manakamana temple 06 Tokha Kathmandu, Bagmati",6.0,,Kathmandu,flats,Semi-furnished,West,2.0,1.0,,1.0,,Car 1,3.0,1.0,2081,Phone number;9844707940. Ladies or small family are preferred. Quite environment.,bhaktapur,gharghaderi.com
8231,Flat On Rent At Dhumbarahi sold,85000.0,1369.0,,"Dhumbarahi Kathmandu Metropolis Kathmandu, Bagmati",,Dhumbarahi Kathmandu Metropolis,Kathmandu,flats,Commercial,Select Direction,3.0,2.0,,1.0,,,,1.0,Select Year,flat for rent at dhumbarahi commercial or residental for commercial 85k and for residential 75k 3bhk+1 bathrrom ======================= Code: FHS153F Call Viber WhatsApp Wechat 9863680035 *Free service for clients (ग्राहकलाई नि:शुल्क सेवा),bhaktapur,gharghaderi.com
7697,2 rooms at nayabazar sorkhutte near petrol pump sold,14000.0,1369.0,13.0,"nayabazar ,sorakhutte 16 Kathmandu Metropolis Kathmandu, Bagmati",16.0,Kathmandu Metropolis,Kathmandu,flats,Semi-commercial,East,1.0,1.0,,1.0,,Motorcycle,1100.0,,2065,2 rooms  flat with sharing bathroom sorakhtte bus stop near petrol pump for office or residential purpose sharing terrace,bhaktapur,gharghaderi.com
7330,Office Space available for rent at kamaladi,165000.0,,,"kamaladi 28 Kathmandu Metropolis Kathmandu, Bagmati",28.0,Kathmandu Metropolis,Kathmandu,flats,Commercial,North,,,,,,,4000.0,,2065,parking space available for cars and bike no problem for water and 3 phase line,bhaktapur,gharghaderi.com
6891,Flat rent near Lolang Height,20000.0,1197.88,10.0,"Tarkeshwor 06 Tarakeshor Kathmandu, Bagmati",6.0,,Kathmandu,flats,Residential,East,2.0,1.0,,1.0,,Motorcycle,,1.0,2080,"Flat available at 1st floor near Deepshikha High School, Lolang Height, KTM. 24hr Water Available, (3rooms and 1 kitchen). If anyone is interested, you can contact on 9843403067",bhaktapur,gharghaderi.com
6458,3BHK Flat for Rent in Panipokhari,45000.0,2738.0,10.0,"Maharajgunj 3 Kathmandu Metropolis Kathmandu, Bagmati",3.0,Kathmandu Metropolis,Kathmandu,flats,Residential,South East,3.0,2.0,,1.0,,Car 1,,1.0,Select Year,3 BHK Flat for Rent in Panipokhari Rentals most preferred are a Family Preference is also given for an Office Space (Occupancy for Office - 10-15 Employees),bhaktapur,gharghaderi.com
6351,Flat appartment at rent in Basbari kathmandu,40000.0,,12.0,"Basbari 3 Kathmandu Metropolis Kathmandu, Bagmati",3.0,Kathmandu Metropolis,Kathmandu,flats,Residential,North,2.0,2.0,,1.0,,Car 1,8.0,1.0,2070,"An furnished apartment in peace and secured place, between Gangalal hospital and Thai embasdy in Basbari Kathmandu.",bhaktapur,gharghaderi.com
6244,"House For Rent at Budhanilkantha, Kathmandu",200000.0,1369.0,13.0,"Budhanilkantha 10 Kathmandu Metropolis Kathmandu, Bagmati",10.0,Kathmandu Metropolis,Kathmandu,flats,Residential,East,4.0,5.0,,1.0,,,0.0,1.0,2081,,bhaktapur,gharghaderi.com
5518,1b1k flat at swoyambhu,8000.0,,,"Balaju 15 Kathmandu Metropolis Kathmandu, Bagmati",15.0,Kathmandu Metropolis,Kathmandu,flats,Choose Type,Select Direction,1.0,1.0,,1.0,,Motorcycle,,1.0,Select Year,"Ground floor flat apartment, very convenient location at Swoyambhu available now 1 rooms 1 big kitchen 1 bathroom Utilities will be shared. Tanker water. Sunny front and back yards Hot water Parking space. Bus stops nearby. Market area nearby for shopping, groceries. Location: swoyambhu vagban pau area contact: 9863 033 284 Rent: 8000",bhaktapur,gharghaderi.com
5328,Flat for Rent,30000.0,2395.75,13.0,"Siphal, Kalopul 07 Kathmandu Kathmandu, Bagmati",7.0,,Kathmandu,flats,Residential,East,2.0,1.0,,1.0,,Motorcycle,,1.0,Select Year,"Flat for Rent Plenty of Sun sine, big rooms, water facility Contact: 9818579253, 9823541969",bhaktapur,gharghaderi.com
5297,1BEDROOM WITH ATTACHED BATHROOM,16000.0,,9.0,"tahachal 13 Kathmandu Kathmandu, Bagmati",13.0,,Kathmandu,flats,Residential,West,1.0,1.0,,,,Car 1,700.0,1.0,2065,* Flooring type - carpeting * Parking - Yes * Furnishing state- Full furnished * Property on -3rdfloor * Laundry services - Available * Pets allowed- No * Listed by- Property Owner Basic amenities of the property * Both cold/hot water available 24 hrs. * Power backup system * Free wifi * Access to terrace * Parking space,bhaktapur,gharghaderi.com
5296,1 BEDROOM LIVINGROOM KITCHEN AND BATHROOM,24000.0,1369.0,9.0,"tahachal 13 Kathmandu Kathmandu, Bagmati",13.0,,Kathmandu,flats,Residential,West,1.0,1.0,,1.0,,Car 1,1200.0,1.0,2065,* FLOORING TYPE - CARPETING * PARKING - YES * FURNISHING STATE- FULL FURNISHED * PROPERTY ON - 1st * LAUNDRY SERVICES - AVAILABLE * PETS ALLOWED- NO * LISTED BY- PROPERTY OWNER BASIC AMENITIES OF THE PROPERTY * BOTH COLD/HOT WATER AVAILABLE * POWER BACKUP SYSTEM * FREE WIFI * ACCESS TO TERRACE,bhaktapur,gharghaderi.com
4735,"Flat for Rent, Pasikot Budhanilkantha",30000.0,1711.25,13.0,"Pasikot Budhanilkantha Kathmandu, Bagmati",,,Kathmandu,flats,Residential,East,2.0,1.0,,1.0,,Motorbike,,1.0,2076,"For rent flat at Pasikot, Budhanilkantha This is a beautiful, super clean, brand new apartment recently completed to a very high standard in a peaceful suburb and convenient location. The apartment offers: - 2 decent sized bedrooms - 1 living room - Brand new kitchen and 1 bathroon - Hot and cold shower. Its 6 minutes drive to Hattigaunda and close to bus stops. Looking for clean and tidy tenant who will take care of this property as their own. Please call if you are seriously interested. No time wasters please.",bhaktapur,gharghaderi.com
